"Election_Date","Election_Type","Parliament","Constituency","Province_Territory","Combined_Key","Number_of_Candidates","Number_of_Parties","District_Magnitude","Valid_Votes"
2011-05-02,"General","41","Palliser","Saskatchewan","Palliser, Saskatchewan",4,4,1,33726
2011-05-02,"General","41","Papineau","Quebec","Papineau, Quebec",7,7,1,42772
2011-05-02,"General","41","Parkdale--High Park","Ontario","Parkdale--High Park, Ontario",7,7,1,50945
2011-05-02,"General","41","Parry Sound--Muskoka","Ontario","Parry Sound--Muskoka, Ontario",6,6,1,46409
2011-05-02,"General","41","Peace River","Alberta","Peace River, Alberta",6,6,1,47961
2011-05-02,"General","41","Perth--Wellington","Ontario","Perth--Wellington, Ontario",5,5,1,46401
2011-05-02,"General","41","Peterborough","Ontario","Peterborough, Ontario",6,6,1,59178
2011-05-02,"General","41","Pickering--Scarborough East","Ontario","Pickering--Scarborough East, Ontario",4,4,1,47916
2011-05-02,"General","41","Pierrefonds--Dollard","Quebec","Pierrefonds--Dollard, Quebec",5,5,1,48025
2011-05-02,"General","41","Pitt Meadows--Maple Ridge--Mission","British Columbia","Pitt Meadows--Maple Ridge--Mission, British Columbia",4,4,1,53006
2011-05-02,"General","41","Pontiac","Quebec","Pontiac, Quebec",6,6,1,48949
2011-05-02,"General","41","Port Moody--Westwood--Port Coquitlam","British Columbia","Port Moody--Westwood--Port Coquitlam, British Columbia",5,5,1,48473
2011-05-02,"General","41","Portage--Lisgar","Manitoba","Portage--Lisgar, Manitoba",5,5,1,35399
2011-05-02,"General","41","Portneuf--Jacques-Cartier","Quebec","Portneuf--Jacques-Cartier, Quebec",5,5,1,52468
2011-05-02,"General","41","Prince Albert","Saskatchewan","Prince Albert, Saskatchewan",5,5,1,30907
2011-05-02,"General","41","Prince Edward--Hastings","Ontario","Prince Edward--Hastings, Ontario",6,6,1,54573
2011-05-02,"General","41","Prince George--Peace River","British Columbia","Prince George--Peace River, British Columbia",5,5,1,38546
2011-05-02,"General","41","Provencher","Manitoba","Provencher, Manitoba",6,6,1,39405
2011-05-02,"General","41","Québec","Quebec","Québec, Quebec",6,6,1,52514
2011-05-02,"General","41","Random--Burin--St. George's","Newfoundland and Labrador","Random--Burin--St. George's, Newfoundland and Labrador",4,4,1,26008
2011-05-02,"General","41","Red Deer","Alberta","Red Deer, Alberta",4,4,1,49994
2011-05-02,"General","41","Regina--Lumsden--Lake Centre","Saskatchewan","Regina--Lumsden--Lake Centre, Saskatchewan",4,4,1,33972
2011-05-02,"General","41","Regina--Qu'Appelle","Saskatchewan","Regina--Qu'Appelle, Saskatchewan",5,5,1,29721
2011-05-02,"General","41","Renfrew--Nipissing--Pembroke","Ontario","Renfrew--Nipissing--Pembroke, Ontario",5,5,1,51398
2011-05-02,"General","41","Repentigny","Quebec","Repentigny, Quebec",5,5,1,61887
2011-05-02,"General","41","Richmond","British Columbia","Richmond, British Columbia",4,4,1,43028
2011-05-02,"General","41","Richmond--Arthabaska","Quebec","Richmond--Arthabaska, Quebec",5,5,1,53303
2011-05-02,"General","41","Richmond Hill","Ontario","Richmond Hill, Ontario",4,4,1,50014
2011-05-02,"General","41","Rimouski-Neigette--Témiscouata--Les Basques","Quebec","Rimouski-Neigette--Témiscouata--Les Basques, Quebec",5,5,1,42716
2011-05-02,"General","41","Rivière-des-Mille-Îles","Quebec","Rivière-des-Mille-Îles, Quebec",5,5,1,52098
2011-05-02,"General","41","Rivière-du-Nord","Quebec","Rivière-du-Nord, Quebec",5,5,1,53549
2011-05-02,"General","41","Roberval--Lac-Saint-Jean","Quebec","Roberval--Lac-Saint-Jean, Quebec",5,5,1,40365
2011-05-02,"General","41","Rosemont--La Petite-Patrie","Quebec","Rosemont--La Petite-Patrie, Quebec",7,7,1,53890
2011-05-02,"General","41","Saanich--Gulf Islands","British Columbia","Saanich--Gulf Islands, British Columbia",4,4,1,68827
2011-05-02,"General","41","Sackville--Eastern Shore","Nova Scotia","Sackville--Eastern Shore, Nova Scotia",4,4,1,41580
2011-05-02,"General","41","Saint-Bruno--Saint-Hubert","Quebec","Saint-Bruno--Saint-Hubert, Quebec",5,5,1,54578
2011-05-02,"General","41","Saint-Hyacinthe--Bagot","Quebec","Saint-Hyacinthe--Bagot, Quebec",5,5,1,51500
2011-05-02,"General","41","Saint-Jean","Quebec","Saint-Jean, Quebec",5,5,1,52539
2011-05-02,"General","41","Saint-Lambert","Quebec","Saint-Lambert, Quebec",5,5,1,43861
2011-05-02,"General","41","Saint-Laurent--Cartierville","Quebec","Saint-Laurent--Cartierville, Quebec",6,6,1,40812
2011-05-02,"General","41","Saint-Léonard--Saint-Michel","Quebec","Saint-Léonard--Saint-Michel, Quebec",6,6,1,36266
2011-05-02,"General","41","Saint-Maurice--Champlain","Quebec","Saint-Maurice--Champlain, Quebec",5,5,1,47678
2011-05-02,"General","41","Saint Boniface","Manitoba","Saint Boniface, Manitoba",4,4,1,43231
2011-05-02,"General","41","Saint John","New Brunswick","Saint John, New Brunswick",5,5,1,37113
2011-05-02,"General","41","Sarnia--Lambton","Ontario","Sarnia--Lambton, Ontario",5,5,1,49665
2011-05-02,"General","41","Saskatoon--Humboldt","Saskatchewan","Saskatoon--Humboldt, Saskatchewan",5,5,1,37846
2011-05-02,"General","41","Saskatoon--Rosetown--Biggar","Saskatchewan","Saskatoon--Rosetown--Biggar, Saskatchewan",4,4,1,30089
2011-05-02,"General","41","Saskatoon--Wanuskewin","Saskatchewan","Saskatoon--Wanuskewin, Saskatchewan",4,4,1,36256
2011-05-02,"General","41","Sault Ste. Marie","Ontario","Sault Ste. Marie, Ontario",6,6,1,44232
2011-05-02,"General","41","Scarborough--Agincourt","Ontario","Scarborough--Agincourt, Ontario",4,4,1,40750
2011-05-02,"General","41","Scarborough--Guildwood","Ontario","Scarborough--Guildwood, Ontario",5,5,1,38259
2011-05-02,"General","41","Scarborough--Rouge River","Ontario","Scarborough--Rouge River, Ontario",5,5,1,46610
2011-05-02,"General","41","Scarborough Centre","Ontario","Scarborough Centre, Ontario",4,4,1,37967
2011-05-02,"General","41","Scarborough Southwest","Ontario","Scarborough Southwest, Ontario",4,4,1,40283
2011-05-02,"General","41","Selkirk--Interlake","Manitoba","Selkirk--Interlake, Manitoba",4,4,1,41184
2011-05-02,"General","41","Shefford","Quebec","Shefford, Quebec",5,5,1,53975
2011-05-02,"General","41","Sherbrooke","Quebec","Sherbrooke, Quebec",6,6,1,52011
2011-05-02,"General","41","Simcoe--Grey","Ontario","Simcoe--Grey, Ontario",7,7,1,64373
2011-05-02,"General","41","Simcoe North","Ontario","Simcoe North, Ontario",5,5,1,57997
2011-05-02,"General","41","Skeena--Bulkley Valley","British Columbia","Skeena--Bulkley Valley, British Columbia",6,6,1,35121
2011-05-02,"General","41","Souris--Moose Mountain","Saskatchewan","Souris--Moose Mountain, Saskatchewan",4,4,1,29193
2011-05-02,"General","41","South Shore--St. Margaret's","Nova Scotia","South Shore--St. Margaret's, Nova Scotia",4,4,1,41597
2011-05-02,"General","41","South Surrey--White Rock--Cloverdale","British Columbia","South Surrey--White Rock--Cloverdale, British Columbia",9,7,1,58642
2011-05-02,"General","41","St. Catharines","Ontario","St. Catharines, Ontario",6,6,1,50274
2011-05-02,"General","41","St. John's East","Newfoundland and Labrador","St. John's East, Newfoundland and Labrador",4,4,1,44072
2011-05-02,"General","41","St. John's South--Mount Pearl","Newfoundland and Labrador","St. John's South--Mount Pearl, Newfoundland and Labrador",4,4,1,38985
2011-05-02,"General","41","St. Paul's","Ontario","St. Paul's, Ontario",5,5,1,55195
2011-05-02,"General","41","Stormont--Dundas--South Glengarry","Ontario","Stormont--Dundas--South Glengarry, Ontario",5,5,1,47550
2011-05-02,"General","41","Sudbury","Ontario","Sudbury, Ontario",6,6,1,45441
2011-05-02,"General","41","Surrey North","British Columbia","Surrey North, British Columbia",7,7,1,36983
2011-05-02,"General","41","Sydney--Victoria","Nova Scotia","Sydney--Victoria, Nova Scotia",4,4,1,37051
2011-05-02,"General","41","Terrebonne--Blainville","Quebec","Terrebonne--Blainville, Quebec",5,5,1,57271
2011-05-02,"General","41","Thornhill","Ontario","Thornhill, Ontario",5,5,1,59672
2011-05-02,"General","41","Thunder Bay--Rainy River","Ontario","Thunder Bay--Rainy River, Ontario",4,4,1,37158
2011-05-02,"General","41","Thunder Bay--Superior North","Ontario","Thunder Bay--Superior North, Ontario",5,5,1,36725
2011-05-02,"General","41","Timmins--James Bay","Ontario","Timmins--James Bay, Ontario",4,4,1,33218
2011-05-02,"General","41","Tobique--Mactaquac","New Brunswick","Tobique--Mactaquac, New Brunswick",4,4,1,33664
2011-05-02,"General","41","Toronto--Danforth","Ontario","Toronto--Danforth, Ontario",5,5,1,48086
2011-05-02,"General","41","Toronto Centre","Ontario","Toronto Centre, Ontario",8,8,1,55670
2011-05-02,"General","41","Trinity--Spadina","Ontario","Trinity--Spadina, Ontario",6,6,1,65310
2011-05-02,"General","41","Trois-Rivières","Quebec","Trois-Rivières, Quebec",7,7,1,50364
2011-05-02,"General","41","Vancouver Centre","British Columbia","Vancouver Centre, British Columbia",8,8,1,58849
2011-05-02,"General","41","Vancouver East","British Columbia","Vancouver East, British Columbia",5,5,1,44238
2011-05-02,"General","41","Vancouver Island North","British Columbia","Vancouver Island North, British Columbia",6,6,1,59003
2011-05-02,"General","41","Vancouver Kingsway","British Columbia","Vancouver Kingsway, British Columbia",7,7,1,46828
2011-05-02,"General","41","Vancouver Quadra","British Columbia","Vancouver Quadra, British Columbia",4,4,1,54308
2011-05-02,"General","41","Vancouver South","British Columbia","Vancouver South, British Columbia",5,5,1,45033
2011-05-02,"General","41","Vaudreuil--Soulanges","Quebec","Vaudreuil--Soulanges, Quebec",5,5,1,69205
2011-05-02,"General","41","Vaughan","Ontario","Vaughan, Ontario",4,4,1,68423
2011-05-02,"General","41","Vegreville--Wainwright","Alberta","Vegreville--Wainwright, Alberta",5,5,1,49057
2011-05-02,"General","41","Verchères--Les Patriotes","Quebec","Verchères--Les Patriotes, Quebec",5,5,1,56602
2011-05-02,"General","41","Victoria","British Columbia","Victoria, British Columbia",4,4,1,60417
2011-05-02,"General","41","Wascana","Saskatchewan","Wascana, Saskatchewan",4,4,1,38749
2011-05-02,"General","41","Welland","Ontario","Welland, Ontario",7,7,1,51924
2011-05-02,"General","41","Wellington--Halton Hills","Ontario","Wellington--Halton Hills, Ontario",5,5,1,55155
2011-05-02,"General","41","West Nova","Nova Scotia","West Nova, Nova Scotia",4,4,1,42954
2011-05-02,"General","41","West Vancouver--Sunshine Coast--Sea to Sky Country","British Columbia","West Vancouver--Sunshine Coast--Sea to Sky Country, British Columbia",9,9,1,62851
2011-05-02,"General","41","Western Arctic","Northwest Territories","Western Arctic, Northwest Territories",5,5,1,15577
2011-05-02,"General","41","Westlock--St. Paul","Alberta","Westlock--St. Paul, Alberta",4,4,1,41958
2011-05-02,"General","41","Westmount--Ville-Marie","Quebec","Westmount--Ville-Marie, Quebec",7,7,1,41275
2011-05-02,"General","41","Wetaskiwin","Alberta","Wetaskiwin, Alberta",4,4,1,46363
2011-05-02,"General","41","Whitby--Oshawa","Ontario","Whitby--Oshawa, Ontario",5,5,1,64237
2011-05-02,"General","41","Wild Rose","Alberta","Wild Rose, Alberta",5,5,1,58424
2011-05-02,"General","41","Willowdale","Ontario","Willowdale, Ontario",3,3,1,53259
2011-05-02,"General","41","Windsor--Tecumseh","Ontario","Windsor--Tecumseh, Ontario",5,5,1,44540
2011-05-02,"General","41","Windsor West","Ontario","Windsor West, Ontario",5,5,1,39745
2011-05-02,"General","41","Winnipeg Centre","Manitoba","Winnipeg Centre, Manitoba",5,5,1,25955
2011-05-02,"General","41","Winnipeg North","Manitoba","Winnipeg North, Manitoba",5,5,1,25427
2011-05-02,"General","41","Winnipeg South","Manitoba","Winnipeg South, Manitoba",4,4,1,43718
2011-05-02,"General","41","Winnipeg South Centre","Manitoba","Winnipeg South Centre, Manitoba",6,5,1,39939
2011-05-02,"General","41","Yellowhead","Alberta","Yellowhead, Alberta",6,6,1,41446
2011-05-02,"General","41","York--Simcoe","Ontario","York--Simcoe, Ontario",6,6,1,52866
2011-05-02,"General","41","York Centre","Ontario","York Centre, Ontario",4,4,1,41970
2011-05-02,"General","41","York South--Weston","Ontario","York South--Weston, Ontario",4,4,1,35198
2011-05-02,"General","41","York West","Ontario","York West, Ontario",6,6,1,27724
2011-05-02,"General","41","Yorkton--Melville","Saskatchewan","Yorkton--Melville, Saskatchewan",4,4,1,31778
2011-05-02,"General","41","Yukon","Yukon","Yukon, Yukon",4,4,1,16057
2012-03-19,"By-Election","41","Toronto--Danforth","Ontario","Toronto--Danforth, Ontario",11,9,1,32319
2012-11-26,"By-Election","41","Calgary Centre","Alberta","Calgary Centre, Alberta",6,6,1,27640
2012-11-26,"By-Election","41","Durham","Ontario","Durham, Ontario",5,5,1,33936
2012-11-26,"By-Election","41","Victoria","British Columbia","Victoria, British Columbia",6,6,1,39032
2013-05-13,"By-Election","41","Labrador","Newfoundland and Labrador","Labrador, Newfoundland and Labrador",4,4,1,12110
2013-11-25,"By-Election","41","Bourassa","Quebec","Bourassa, Quebec",6,6,1,18338
2013-11-25,"By-Election","41","Brandon--Souris","Manitoba","Brandon--Souris, Manitoba",5,5,1,27637
2013-11-25,"By-Election","41","Provencher","Manitoba","Provencher, Manitoba",4,4,1,22417
2013-11-25,"By-Election","41","Toronto Centre","Ontario","Toronto Centre, Ontario",10,7,1,34778
2014-06-30,"By-Election","41","Fort McMurray--Athabasca","Alberta","Fort McMurray--Athabasca, Alberta",5,5,1,12826
2014-06-30,"By-Election","41","Macleod","Alberta","Macleod, Alberta",5,5,1,18243
2014-06-30,"By-Election","41","Scarborough--Agincourt","Ontario","Scarborough--Agincourt, Ontario",5,5,1,21672
2014-06-30,"By-Election","41","Trinity--Spadina","Ontario","Trinity--Spadina, Ontario",6,6,1,34566
2014-11-17,"By-Election","41","Whitby--Oshawa","Ontario","Whitby--Oshawa, Ontario",6,5,1,34644
2014-11-17,"By-Election","41","Yellowhead","Alberta","Yellowhead, Alberta",5,5,1,12601
2015-10-19,"General","42","Abbotsford","British Columbia","Abbotsford, British Columbia",5,5,1,48124
2015-10-19,"General","42","Abitibi--Baie-James--Nunavik--Eeyou","Quebec","Abitibi--Baie-James--Nunavik--Eeyou, Quebec",6,6,1,34518
2015-10-19,"General","42","Abitibi--Témiscamingue","Quebec","Abitibi--Témiscamingue, Quebec",6,6,1,49729
2015-10-19,"General","42","Acadie--Bathurst","New Brunswick","Acadie--Bathurst, New Brunswick",4,4,1,50963
2015-10-19,"General","42","Ahuntsic-Cartierville","Quebec","Ahuntsic-Cartierville, Quebec",6,6,1,55567
2015-10-19,"General","42","Ajax","Ontario","Ajax, Ontario",5,5,1,56307
2015-10-19,"General","42","Alfred-Pellan","Quebec","Alfred-Pellan, Quebec",6,6,1,55169
2015-10-19,"General","42","Algoma--Manitoulin--Kapuskasing","Ontario","Algoma--Manitoulin--Kapuskasing, Ontario",4,4,1,41374
2015-10-19,"General","42","Argenteuil--La Petite-Nation","Quebec","Argenteuil--La Petite-Nation, Quebec",5,5,1,51066
2015-10-19,"General","42","Aurora--Oak Ridges--Richmond Hill","Ontario","Aurora--Oak Ridges--Richmond Hill, Ontario",5,5,1,50980
2015-10-19,"General","42","Avalon","Newfoundland and Labrador","Avalon, Newfoundland and Labrador",6,6,1,42086
2015-10-19,"General","42","Avignon--La Mitis--Matane--Matapédia","Quebec","Avignon--La Mitis--Matane--Matapédia, Quebec",7,7,1,36356
2015-10-19,"General","42","Banff--Airdrie","Alberta","Banff--Airdrie, Alberta",4,4,1,66638
2015-10-19,"General","42","Barrie--Innisfil","Ontario","Barrie--Innisfil, Ontario",6,6,1,49341
2015-10-19,"General","42","Barrie--Springwater--Oro-Medonte","Ontario","Barrie--Springwater--Oro-Medonte, Ontario",6,6,1,50535
2015-10-19,"General","42","Battle River--Crowfoot","Alberta","Battle River--Crowfoot, Alberta",4,4,1,58769
2015-10-19,"General","42","Battlefords--Lloydminster","Saskatchewan","Battlefords--Lloydminster, Saskatchewan",5,5,1,33678
2015-10-19,"General","42","Bay of Quinte","Ontario","Bay of Quinte, Ontario",5,5,1,57713
2015-10-19,"General","42","Beaches--East York","Ontario","Beaches--East York, Ontario",7,6,1,55530
2015-10-19,"General","42","Beauce","Quebec","Beauce, Quebec",5,5,1,55882
2015-10-19,"General","42","Beauport--Côte-de-Beaupré--Île D’Orléans--Charlevoix","Quebec","Beauport--Côte-de-Beaupré--Île D’Orléans--Charlevoix, Quebec",6,6,1,50456
2015-10-19,"General","42","Beauport--Limoilou","Quebec","Beauport--Limoilou, Quebec",8,8,1,50558
2015-10-19,"General","42","Beauséjour","New Brunswick","Beauséjour, New Brunswick",4,4,1,52936
2015-10-19,"General","42","Bécancour--Nicolet--Saurel","Quebec","Bécancour--Nicolet--Saurel, Quebec",5,5,1,52205
2015-10-19,"General","42","Bellechasse--Les Etchemins--Lévis","Quebec","Bellechasse--Les Etchemins--Lévis, Quebec",5,5,1,62598
2015-10-19,"General","42","Beloeil--Chambly","Quebec","Beloeil--Chambly, Quebec",6,6,1,66438
2015-10-19,"General","42","Berthier--Maskinongé","Quebec","Berthier--Maskinongé, Quebec",5,5,1,54406
2015-10-19,"General","42","Bonavista--Burin--Trinity","Newfoundland and Labrador","Bonavista--Burin--Trinity, Newfoundland and Labrador",4,4,1,35092
2015-10-19,"General","42","Bourassa","Quebec","Bourassa, Quebec",8,8,1,41129
2015-10-19,"General","42","Bow River","Alberta","Bow River, Alberta",6,6,1,49905
2015-10-19,"General","42","Brampton Centre","Ontario","Brampton Centre, Ontario",5,5,1,39632
2015-10-19,"General","42","Brampton East","Ontario","Brampton East, Ontario",4,4,1,45206
2015-10-19,"General","42","Brampton North","Ontario","Brampton North, Ontario",5,5,1,48166
2015-10-19,"General","42","Brampton South","Ontario","Brampton South, Ontario",4,4,1,45464
2015-10-19,"General","42","Brampton West","Ontario","Brampton West, Ontario",4,4,1,43398
2015-10-19,"General","42","Brandon--Souris","Manitoba","Brandon--Souris, Manitoba",4,4,1,41106
2015-10-19,"General","42","Brantford--Brant","Ontario","Brantford--Brant, Ontario",6,6,1,63272
2015-10-19,"General","42","Brome--Missisquoi","Quebec","Brome--Missisquoi, Quebec",6,6,1,58675
2015-10-19,"General","42","Brossard--Saint-Lambert","Quebec","Brossard--Saint-Lambert, Quebec",5,5,1,57260
2015-10-19,"General","42","Bruce--Grey--Owen Sound","Ontario","Bruce--Grey--Owen Sound, Ontario",4,4,1,56333
2015-10-19,"General","42","Burlington","Ontario","Burlington, Ontario",4,4,1,70100
2015-10-19,"General","42","Burnaby North--Seymour","British Columbia","Burnaby North--Seymour, British Columbia",8,8,1,52480
2015-10-19,"General","42","Burnaby South","British Columbia","Burnaby South, British Columbia",5,5,1,45887
2015-10-19,"General","42","Calgary Centre","Alberta","Calgary Centre, Alberta",5,5,1,61249
2015-10-19,"General","42","Calgary Confederation","Alberta","Calgary Confederation, Alberta",5,5,1,66808
2015-10-19,"General","42","Calgary Forest Lawn","Alberta","Calgary Forest Lawn, Alberta",6,6,1,40913
